sitting
stand_up
walking
pick
walking
place
walking
sit_down
sitting
stand_up
walking
pick
walking
place
walking
sit_down
sitting
stand_up
walking
pick
walking
place
walking
sit_down
sitting
stand_up
walking
pick
walking
place
walking
sit_down
sitting
stand_up
walking
pick
walking
place
walking
sit_down
STOP
